chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,summary,"Topik ini menerangkan bahawa sejarawan memberikan definisi sejarah berdasarkan penemuan bukti, tafsiran, dan perspektif masa lalu.","This topic explains that historians define history based on evidence, interpretation, and past perspectives.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,"Sejarawan mengkaji dokumen, catatan, dan bukti lain untuk membina pemahaman tentang masa lalu.","Historians study documents, records, and other evidence to build an understanding of the past.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,"Sejarawan sering menemui dokumen lama, catatan rasmi dan artifak yang membuka maklumat baharu tentang kehidupan masyarakat dahulu.","Historians often discover old documents, official records, and artifacts that reveal new information about past societies.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,"Penemuan catatan sejarah seperti surat, prasasti atau laporan rasmi membantu ahli sejarah membina semula peristiwa dengan lebih tepat.","Findings such as letters, inscriptions, or official reports help historians reconstruct events more accurately.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,Pendekatan sejarawan membantu menjelaskan bagaimana peristiwa dan manusia dikaji secara sistematik.,A historian's approach helps explain how events and people are studied systematically.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,"Sejarah bukan sekadar cerita, tetapi satu proses analisis bukti untuk membuat kesimpulan.","History is not just stories, but a process of analyzing evidence to draw conclusions.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,Ahli sejarah menggunakan sumber primer dan sekunder untuk memahami konteks peristiwa.,Historians use primary and secondary sources to understand the context of events.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,"Herodotus menulis 'The Histories' berdasarkan pemerhatian dan temu bual, menjadikannya karya sejarah bertulis yang awal.","Herodotus wrote 'The Histories' based on observation and interviews, making it one of the earliest works of written history.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,fact,Sejarawan yang berbeza memberikan definisi yang berbeza kerana latar belakang budaya dan zaman mereka berbeza.,Different historians give different definitions because their cultural backgrounds and eras differ.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,person,"Melalui karyanya Muqaddimah, beliau memperkenalkan konsep 'ilm al-umran' iaitu kajian tentang pola kebangkitan dan kejatuhan masyarakat. Beliau menekankan sejarah bukan sekadar cerita, tetapi analisis sebab dan akibat.","Through his work Muqaddimah he introduced 'ilm al-umran', the study of patterns in the rise and fall of societies. He stressed that history is not merely storytelling but an analysis of cause and effect.",,,,,,Ibn Khaldun,Sejarawan dan ahli falsafah Islam
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,multiple_choice,Karya terkenal Ibn Khaldun ialah / Ibn Khaldun's famous work is,,Muqaddimah,The Histories,Politeia / The Republic,Shi Ji,Muqaddimah,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,multiple_choice,Herodotus dikenali sebagai / Herodotus is known as,,Bapa Sejarah Barat / The Father of Western History,Bapa Perubatan / The Father of Medicine,Bapa Algebra / The Father of Algebra,Bapa Falsafah Timur / The Father of Eastern Philosophy,Bapa Sejarah Barat / The Father of Western History,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,multiple_choice,Konsep 'ilm al-umran' yang diperkenalkan oleh Ibn Khaldun merujuk kepada / The concept 'ilm al-umran' introduced by Ibn Khaldun refers to,,Kajian tentang perkembangan dan kejatuhan masyarakat / The study of the development and decline of societies,Kajian tentang bintang dan planet / The study of stars and planets,Kajian tentang bahasa purba / The study of ancient languages,Kajian tentang tumbuhan ubatan / The study of medicinal plants,Kajian tentang perkembangan dan kejatuhan masyarakat / The study of the development and decline of societies,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,multiple_choice,Mengapakah definisi sejarah berbeza antara sejarawan? / Why do definitions of history differ between historians?,,"Kerana latar belakang, zaman dan tafsiran mereka berbeza / Because their backgrounds, eras and interpretations differ",Kerana mereka tidak membaca sumber / Because they do not read sources,Kerana sejarah tidak mempunyai bukti / Because history has no evidence,Kerana definisi sejarah ditetapkan oleh kerajaan / Because definitions of history are set by governments,"Kerana latar belakang, zaman dan tafsiran mereka berbeza / Because their backgrounds, eras and interpretations differ",,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,multiple_choice,"Antara berikut, yang manakah persamaan pandangan kebanyakan sejarawan tentang sejarah? / Which of the following is common to most historians' views of history?",,Sejarah mesti berasaskan bukti yang boleh disemak / History must be based on verifiable evidence,Sejarah mesti ditulis dalam satu bahasa sahaja / History must be written in one language only,Sejarah hanya merekod kehidupan raja / History records only the lives of kings,Sejarah tidak memerlukan tafsiran / History requires no interpretation,Sejarah mesti berasaskan bukti yang boleh disemak / History must be based on verifiable evidence,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,objective,Berikan satu contoh bukti yang boleh mengubah tafsiran sejarah. / Give one example of evidence that can change historical interpretation.,,,,,,Penemuan dokumen baharu atau artifak arkeologi boleh mengubah cara sejarawan mentafsir peristiwa lalu. / The discovery of a new document or archaeological artifact can change how historians interpret past events.,,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,objective,Nyatakan sumbangan Ibn Khaldun terhadap penulisan sejarah. / State Ibn Khaldun's contribution to historical writing.,,,,,,"Beliau memperkenalkan pendekatan analisis melalui konsep 'ilm al-umran' yang mengkaji sebab kebangkitan dan kejatuhan sesebuah masyarakat. / He introduced an analytical approach through 'ilm al-umran', which examines the causes of the rise and fall of societies.",,
bab1,Bab 1: Mengenali Sejarah,1-2-pengertian-sejarah-sejarawan,1.2 Pengertian Sejarah Mengikut Pandangan Sejarawan,objective,Bandingkan pandangan Herodotus dan Ibn Khaldun tentang sejarah. / Compare the views of Herodotus and Ibn Khaldun on history.,,,,,,"Herodotus menumpukan pengumpulan cerita dan laporan saksi tentang peristiwa, manakala Ibn Khaldun menekankan analisis pola dan sebab perubahan masyarakat. / Herodotus focused on collecting accounts and witness reports of events, while Ibn Khaldun emphasised analysing patterns and causes of social change.",,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,summary,"Topik ini menerangkan konsep masa dan ruang dalam sejarah, iaitu bagaimana peristiwa berlaku dalam konteks waktu dan tempat tertentu.","This topic explains the concepts of time and space in history, meaning how events occur within a specific time and place.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Masa merujuk kepada jangka waktu di mana peristiwa berlaku.,Time refers to the period during which events happen.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Ruang merujuk kepada lokasi atau tempat di mana peristiwa berlaku.,Space refers to the location or place where events occur.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Analisis sejarah memerlukan pemahaman tentang hubungan antara masa dan ruang.,Historical analysis requires understanding the relationship between time and space.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Sejarah boleh menunjukkan perubahan dalam masyarakat pada waktu dan tempat tertentu.,History can show changes in society at particular times and places.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Peristiwa sejarah mesti ditempatkan dalam konteks masa dan ruang yang betul.,Historical events must be placed in the correct time and space context.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,"Konsep masa dalam sejarah dibahagikan kepada masa lalu, masa kini dan masa hadapan yang saling berkaitan.","The concept of time in history is divided into past, present and future, which are interconnected.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,fact,Ruang dalam sejarah membolehkan kita memahami mengapa sesuatu peristiwa berlaku di sesuatu tempat tertentu.,Space in history allows us to understand why an event took place in a particular location.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,person,Beliau berpendapat sejarah ialah dialog berterusan antara sejarawan masa kini dengan fakta masa lalu. Pandangan ini menekankan bahawa masa lalu sentiasa ditafsir semula mengikut persoalan zaman sekarang.,He argued that history is a continuous dialogue between the historian of today and the facts of the past. This view stresses that the past is constantly reinterpreted according to present-day questions.,,,,,,E. H. Carr,Sejarawan British
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,multiple_choice,Apakah maksud 'ruang' dalam kajian sejarah? / What does 'space' mean in historical study?,,Lokasi atau tempat sesuatu peristiwa berlaku / The location or place where an event occurred,Jarak antara dua bintang / The distance between two stars,Jumlah masa yang diambil untuk satu peristiwa / The amount of time an event takes,Bilangan orang yang terlibat / The number of people involved,Lokasi atau tempat sesuatu peristiwa berlaku / The location or place where an event occurred,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,multiple_choice,Garis masa digunakan dalam sejarah untuk / A timeline is used in history to,,Menyusun peristiwa mengikut urutan kronologi / Arrange events in chronological order,Menentukan kebenaran sesuatu sumber / Determine the truth of a source,Mengukur luas sesebuah kawasan / Measure the size of an area,Menyenaraikan nama sejarawan / List the names of historians,Menyusun peristiwa mengikut urutan kronologi / Arrange events in chronological order,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,multiple_choice,Mengapakah konsep masa penting dalam sejarah? / Why is the concept of time important in history?,,Kerana ia menunjukkan urutan dan hubungan sebab akibat antara peristiwa / Because it shows the sequence and cause-and-effect links between events,Kerana ia menentukan cuaca semasa peristiwa / Because it determines the weather during an event,Kerana ia menggantikan keperluan kepada sumber / Because it replaces the need for sources,Kerana ia menjadikan sejarah lebih pendek / Because it makes history shorter,Kerana ia menunjukkan urutan dan hubungan sebab akibat antara peristiwa / Because it shows the sequence and cause-and-effect links between events,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,multiple_choice,Istilah 'Masihi' dan 'Sebelum Masihi' digunakan untuk / The terms 'AD' and 'BC' are used to,,Menandakan pembahagian tahun dalam kalendar sejarah / Mark the division of years in the historical calendar,Menamakan dua jenis sumber sejarah / Name two types of historical source,Membezakan sejarah dan mitos / Distinguish history from myth,Menandakan dua benua yang berbeza / Mark two different continents,Menandakan pembahagian tahun dalam kalendar sejarah / Mark the division of years in the historical calendar,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,multiple_choice,Kajian tentang ruang membantu sejarawan memahami / The study of space helps historians understand,,Pengaruh kedudukan geografi terhadap sesuatu peristiwa / The influence of geographical position on an event,Umur sebenar seorang tokoh / The exact age of a figure,Bahasa yang digunakan dalam dokumen / The language used in documents,Jumlah buku yang ditulis tentang peristiwa itu / The number of books written about the event,Pengaruh kedudukan geografi terhadap sesuatu peristiwa / The influence of geographical position on an event,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,objective,Nyatakan maksud ruang dalam sejarah dalam satu ayat. / State the meaning of space in history in one sentence.,,,,,,Ruang dalam sejarah merujuk kepada lokasi atau tempat sesuatu peristiwa berlaku. / Space in history refers to the location or place where an event occurs.,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,objective,Mengapakah garis masa penting dalam pembelajaran sejarah? / Why is a timeline important in learning history?,,,,,,Garis masa menyusun peristiwa mengikut urutan supaya pelajar dapat melihat hubungan sebab dan akibat antara peristiwa. / A timeline arranges events in order so that learners can see the cause-and-effect relationships between them.,,
bab1,Bab 1: Mengenali Sejarah,1-3-masa-silam-ruang,1.3 Masa Silam dan Ruang dalam Sejarah,objective,"Jelaskan hubungan antara masa lalu, masa kini dan masa hadapan. / Explain the relationship between past, present and future.",,,,,,"Peristiwa masa lalu mempengaruhi keadaan masa kini, dan pengajaran daripada kedua-duanya membantu manusia merancang masa hadapan. / Past events shape present conditions, and lessons from both help people plan for the future.",,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,summary,"Topik ini membincangkan jenis sumber sejarah seperti sumber bertulis, lisan, dan artifak yang membantu kita memahami masa lalu.","This topic discusses types of historical sources such as written, oral, and artifact sources that help us understand the past.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,Sumber sejarah adalah bahan yang memberi maklumat tentang masa lalu.,Historical sources are materials that provide information about the past.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,"Sumber primer ialah bahan asal yang dibuat semasa peristiwa berlaku, seperti dokumen rasmi, surat, atau artifak.","Primary sources are original materials created during the event, such as official documents, letters, or artifacts.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,"Sumber sekunder ialah kajian atau ulasan tentang masa lalu yang ditulis kemudian, seperti buku sejarah dan artikel.","Secondary sources are studies or reviews of the past written later, such as history books or articles.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,"Sumber bertulis, lisan, dan artifak boleh menjadi primer atau sekunder bergantung pada bagaimana ia digunakan.","Written, oral, and artifact sources can be primary or secondary depending on how they are used.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,Ahli sejarah mengutamakan sumber primer untuk bukti langsung dan menggunakan sumber sekunder untuk konteks dan tafsiran.,Historians prioritize primary sources for direct evidence and use secondary sources for context and interpretation.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,"Sumber primer ialah sumber asli yang dihasilkan pada zaman peristiwa itu berlaku, seperti batu bersurat dan surat rasmi.","Primary sources are original materials produced at the time of the event, such as inscribed stones and official letters.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,fact,"Sumber sekunder ialah sumber yang dihasilkan kemudian berdasarkan sumber primer, seperti buku teks dan artikel jurnal.","Secondary sources are produced later based on primary sources, such as textbooks and journal articles.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,person,"Beliau mengembara ke banyak wilayah untuk mengumpul cerita, laporan saksi dan pemerhatian sendiri sebelum menulis tentang Perang Parsi. Kaedah mengumpul sumber inilah yang menjadikan beliau digelar Bapa Sejarah.","He travelled to many regions to collect accounts, witness reports and his own observations before writing about the Persian Wars. This method of gathering sources earned him the title Father of History.",,,,,,Herodotus,Sejarawan Yunani
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,multiple_choice,"Antara berikut, yang manakah contoh sumber primer? / Which of the following is an example of a primary source?",,Batu bersurat / An inscribed stone,Buku teks sekolah / A school textbook,Ensiklopedia / An encyclopaedia,Artikel akhbar tahun 2020 tentang zaman purba / A 2020 newspaper article about ancient times,Batu bersurat / An inscribed stone,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,multiple_choice,Sumber sekunder ialah sumber yang / A secondary source is one that,,Dihasilkan kemudian berdasarkan sumber asal / Is produced later based on original sources,Ditulis oleh saksi peristiwa itu sendiri / Is written by a witness to the event,Tidak boleh digunakan dalam kajian sejarah / Cannot be used in historical study,Sentiasa lebih tepat daripada sumber primer / Is always more accurate than a primary source,Dihasilkan kemudian berdasarkan sumber asal / Is produced later based on original sources,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,multiple_choice,Sumber lisan merujuk kepada / Oral sources refer to,,Cerita dan pengalaman yang disampaikan melalui percakapan / Stories and experiences conveyed through speech,Rekod yang diukir pada batu / Records carved on stone,Gambar foto lama / Old photographs,Peta lukisan tangan / Hand-drawn maps,Cerita dan pengalaman yang disampaikan melalui percakapan / Stories and experiences conveyed through speech,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,multiple_choice,Mengapakah sejarawan perlu menyemak kesahihan sumber? / Why must historians verify the authenticity of sources?,,Kerana sumber boleh berat sebelah atau palsu / Because sources can be biased or forged,Kerana semua sumber adalah sama nilainya / Because all sources are of equal value,Kerana sumber primer tidak perlu dianalisis / Because primary sources need no analysis,Kerana sumber lisan sentiasa benar / Because oral sources are always true,Kerana sumber boleh berat sebelah atau palsu / Because sources can be biased or forged,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,multiple_choice,Artifak seperti alat batu dan tembikar tergolong dalam sumber / Artifacts such as stone tools and pottery are classified as,,Sumber primer berbentuk bahan / Material primary sources,Sumber sekunder bertulis / Written secondary sources,Sumber lisan / Oral sources,Sumber rekaan / Fabricated sources,Sumber primer berbentuk bahan / Material primary sources,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,objective,Apakah perbezaan utama antara sumber bertulis dan sumber lisan? / What is the main difference between written sources and oral sources?,,,,,,"Sumber bertulis direkodkan dalam bentuk dokumen, manakala sumber lisan disampaikan melalui cerita atau ucapan. / Written sources are recorded in documents, while oral sources are conveyed through stories or speech.",,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,objective,Berikan dua contoh sumber primer dan dua contoh sumber sekunder. / Give two examples of primary sources and two of secondary sources.,,,,,,Sumber primer: batu bersurat dan artifak seperti alat batu. Sumber sekunder: buku teks dan artikel jurnal sejarah. / Primary: inscribed stones and artifacts such as stone tools. Secondary: textbooks and historical journal articles.,,
bab1,Bab 1: Mengenali Sejarah,1-4-sumber-sejarah,1.4 Sumber Sejarah,objective,Mengapakah sumber perlu dinilai sebelum digunakan? / Why must sources be evaluated before use?,,,,,,"Sumber mungkin berat sebelah, tidak lengkap atau palsu, jadi penilaian memastikan fakta yang digunakan sahih. / Sources may be biased, incomplete or forged, so evaluation ensures the facts used are authentic.",,
bab1,Bab 1: Mengenali Sejarah,1-5-penyelidikan-dalam-sejarah,1.5 Penyelidikan dalam Sejarah,summary,"Topik ini menjelaskan kaedah penyelidikan sejarah seperti kaedah bertulis, kaedah lisan, dan kaedah arkeologi untuk mengumpulkan maklumat tentang masa lalu.","This topic explains historical research methods like written, oral, and archaeological methods for gathering information about the past.",,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-5-penyelidikan-dalam-sejarah,1.5 Penyelidikan dalam Sejarah,fact,Penyelidikan sejarah menggunakan dokumen bertulis untuk mencari bukti masa lalu.,Historical research uses written documents to find evidence of the past.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-5-penyelidikan-dalam-sejarah,1.5 Penyelidikan dalam Sejarah,fact,Kaedah lisan melibatkan wawancara dan cerita tradisi.,Oral methods involve interviews and traditional stories.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-5-penyelidikan-dalam-sejarah,1.5 Penyelidikan dalam Sejarah,fact,Kaedah arkeologi menganalisis artifak dan struktur yang ditemui.,Archaeological methods analyze artifacts and structures that are found.,,,,,,,
bab1,Bab 1: Mengenali Sejarah,1-5-penyelidikan-dalam-sejarah,1.5 Penyelidikan dalam Sejarah,fact,Gabungan beberapa kaedah membantu menghasilkan kajian sejarah yang lebih lengkap.,Combining several methods helps produce more complete historical research.,,,,,,,
