chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Nombor Nisbah | Chapter 1: Rational Numbers,1-1-integer,1.1 Integer | 1.1 Integers,summary,"Integer ialah nombor bulat yang mempunyai tanda positif atau negatif, termasuk sifar.","Integers are whole numbers with positive or negative signs, including zero.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",summary,"Nisbah dan kadar boleh diungkapkan dalam bentuk peratusan, pecahan, atau perpuluhan.","Ratios and rates can be expressed in terms of percentages, fractions, or decimals.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",fact,Peratusan ialah pecahan dengan penyebut 100.,Percentage is a fraction with a denominator of 100.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",fact,Nisbah 1 : 4 bersamaan dengan 25% atau 0.25.,The ratio 1 : 4 is equivalent to 25% or 0.25.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",person,Mengembangkan statistik berasaskan peratus dan pecahan dalam perniagaan purba.,Developed statistics based on percentages and fractions in early commerce.,,,,,,Luca Pacioli,Bapa Perakaunan / Father of Accounting
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",multiple_choice,Ungkapkan nisbah 3 : 5 sebagai peratusan. / Express the ratio 3 : 5 as a percentage.,,60%,30%,50%,75%,60%,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-5-perkaitan-nisbah-peratusan,"4.5 Perkaitan antara Nisbah, Kadar dan Kadaran dengan Peratusan, Pecahan dan Perpuluhan | 4.5 Relationship between Ratios, Rates and Proportions with Percentages, Fractions and Decimals",objective,Tukarkan 40% kepada pecahan termudah. / Convert 40% to its simplest fraction.,,,,,,2/5,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,summary,"Pemboleh ubah ialah kuantiti yang nilainya belum diketahui atau boleh berubah, manakala ungkapan algebra mengandungi pemboleh ubah dan nombor.","A variable is a quantity whose value is unknown or changeable, while an algebraic expression contains variables and numbers.",,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,fact,"Huruf seperti x, y, dan z biasanya digunakan untuk mewakili pemboleh ubah.","Letters such as x, y, and z are commonly used to represent variables.",,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,fact,Sebutan algebra terdiri daripada pekali dan pemboleh ubah.,An algebraic term consists of a coefficient and variables.,,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,person,Menulis kitab al-Kitāb al-mukhtaṣar fī ḥisāb al-jabr wa'l-muqābala yang asas kepada algebra.,"Wrote the foundational book on algebra, al-Kitāb al-mukhtaṣar fī ḥisāb al-jabr wa'l-muqābala.",,,,,,Al-Khwarizmi,Ahli Matematik / Mathematician
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,multiple_choice,Apakah pekali bagi x dalam sebutan -7x? / What is the coefficient of x in the term -7x?,,-7,7,x,-1,-7,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-1-pemboleh-ubah,5.1 Pemboleh Ubah dan Ungkapan Algebra | 5.1 Variables and Algebraic Expressions,objective,Permudahkan: 3x + 2x. / Simplify: 3x + 2x.,,,,,,5x,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,summary,"Penambahan, penolakan, pendaraban, dan pembahagian boleh dilakukan pada sebutan serupa dalam ungkapan algebra.","Addition, subtraction, multiplication, and division can be performed on like terms in algebraic expressions.",,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,fact,Sebutan serupa mempunyai pemboleh ubah yang sama dengan kuasa yang sama.,Like terms have identical variables raised to the same powers.,,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,fact,Sebutan tak serupa tidak boleh ditambah atau ditolak secara terus.,Unlike terms cannot be directly added or subtracted.,,,,,,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,person,Memperkenalkan penggunaan simbol abjad secara berstruktur untuk algebra moden.,Introduced symbolic algebraic notation using letters systematically.,,,,,,François Viète,Ahli Matematik / Mathematician
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,multiple_choice,Permudahkan (4x + 3y) - (2x - y). / Simplify (4x + 3y) - (2x - y).,,2x + 4y,2x + 2y,6x + 4y,2x - 4y,2x + 4y,,
bab5,Bab 5: Ungkapan Algebra | Chapter 5: Algebraic Expressions,5-2-ungkapan-algebra-operasi,5.2 Ungkapan Algebra yang Melibatkan Operasi Asas Aritmetik | 5.2 Algebraic Expressions Involving Basic Arithmetic Operations,objective,Kembangkan: 3(2a + 5). / Expand: 3(2a + 5).,,,,,,6a + 15,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,summary,Persamaan linear dalam satu pemboleh ubah ialah persamaan yang mengandungi satu pemboleh ubah dengan kuasa tertinggi 1.,A linear equation in one variable is an equation containing one variable with the highest power of 1.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,fact,Bentuk umum ialah ax + b = c dengan a ≠ 0.,The general form is ax + b = c where a ≠ 0.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,fact,Penyelesaian persamaan diperoleh dengan mengekalkan kesaksamaan pada kedua-dua belah.,The solution is found by maintaining equality on both sides.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,person,Membangunkan teknik kesaksamaan dan imbangan dalam menyelesaikan persamaan.,Developed techniques of balance and equality in solving equations.,,,,,,Al-Karaji,Ahli Matematik / Mathematician
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,multiple_choice,Selesaikan persamaan 2x + 5 = 11. / Solve the equation 2x + 5 = 11.,,x = 3,x = 8,x = 4,x = 2,x = 3,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-1-persamaan-linear-satu-pemboleh-ubah,6.1 Persamaan Linear dalam Satu Pemboleh Ubah | 6.1 Linear Equations in One Variable,objective,Cari nilai y jika 3y - 4 = 14. / Find the value of y if 3y - 4 = 14.,,,,,,y = 6,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,summary,Persamaan linear dalam dua pemboleh ubah mengandungi dua pemboleh ubah berkuasa 1 dan mewakili garis lurus.,A linear equation in two variables contains two variables of degree 1 and represents a straight line.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,fact,Bentuk umum ialah ax + by = c.,The general form is ax + by = c.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,fact,"Persamaan ini mempunyai bilangan pasangan penyelesaian (x, y) yang tak terhingga.","This equation has an infinite number of (x, y) solution pairs.",,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,person,Memperkenalkan sistem koordinat Cartes untuk menghubungkan algebra dan geometri.,Introduced the Cartesian coordinate system connecting algebra and geometry.,,,,,,René Descartes,Ahli Falsafah & Matematik / Philosopher & Mathematician
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,multiple_choice,"Antara berikut, yang manakah persamaan linear dalam dua pemboleh ubah? / Which of the following is a linear equation in two variables?",,2x + 3y = 7,x² + y = 4,xy = 6,2x + 3 = 0,2x + 3y = 7,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-2-persamaan-linear-dua-pemboleh-ubah,6.2 Persamaan Linear dalam Dua Pemboleh Ubah | 6.2 Linear Equations in Two Variables,objective,"Jika x = 2 dalam 3x + y = 10, cari nilai y. / If x = 2 in 3x + y = 10, find y.",,,,,,y = 4,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,summary,Dua persamaan linear yang diselesaikan serentak untuk mencari nilai sepunya bagi dua pemboleh ubah.,Two linear equations solved simultaneously to find common values for both variables.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,fact,"Kaedah penyelesaian termasuk kaedah penggantian, penghapusan, dan graf.","Methods of solution include substitution, elimination, and graphical methods.",,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,fact,Titik persilangan pada graf mewakili penyelesaian tunggal sistem tersebut.,The point of intersection on a graph represents the unique solution.,,,,,,,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,person,Menyelesaikan masalah persamaan serentak menggunakan matriks dan kaedah pemotongan.,Solved simultaneous equations using ancient counting boards and elimination.,,,,,,Liu Hui,Ahli Matematik Cina / Chinese Mathematician
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,multiple_choice,Selesaikan: x + y = 5 dan x - y = 1. / Solve: x + y = 5 and x - y = 1.,,"x = 3, y = 2","x = 4, y = 1","x = 2, y = 3","x = 5, y = 0","x = 3, y = 2",,
bab6,Bab 6: Persamaan Linear | Chapter 6: Linear Equations,6-3-persamaan-linear-serentak,6.3 Persamaan Linear Serentak dalam Dua Pemboleh Ubah | 6.3 Simultaneous Linear Equations in Two Variables,objective,Cari titik persilangan bagi y = 2x dan y = x + 3. / Find the intersection point of y = 2x and y = x + 3.,,,,,,"(3, 6)",,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,summary,"Ketaksamaan menggunakan simbol >, <, ≥, dan ≤ untuk membandingkan dua kuantiti berbeza.","Inequalities use symbols >, <, ≥, and ≤ to compare two different quantities.",,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,fact,"Simbol > bermaksud 'lebih besar daripada', manakala < bermaksud 'kurang daripada'.","The symbol > means 'greater than', while < means 'less than'.",,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,fact,Simbol ≥ dan ≤ merangkumi kesaksamaan.,The symbols ≥ and ≤ include equality.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,person,Memperkenalkan simbol ketaksamaan > dan < dalam bukunya Artis Analyticae Praxis.,Introduced inequality symbols > and < in his work Artis Analyticae Praxis.,,,,,,Thomas Harriot,Ahli Matematik / Mathematician
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,multiple_choice,"Antara berikut, simbol manakah bermaksud 'kurang daripada atau sama dengan'? / Which symbol means 'less than or equal to'?",,≤,≥,>,<,≤,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-1-ketaksamaan,7.1 Ketaksamaan | 7.1 Inequalities,objective,Tuliskan ayat matematik: x adalah sekurang-kurangnya 10. / Write the mathematical statement: x is at least 10.,,,,,,x ≥ 10,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,summary,Ketaksamaan linear dalam satu pemboleh ubah melibatkan hubungan ketaksamaan algebra berkuasa 1.,Linear inequalities in one variable involve algebraic inequality relationships of degree 1.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,fact,"Apabila didarab atau dibahagi dengan nombor negatif, tanda ketaksamaan diterbalikkan.","When multiplied or divided by a negative number, the inequality sign is reversed.",,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,fact,Penyelesaian diwakilkan pada garis nombor.,Solutions can be represented on a number line.,,,,,,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,person,Mengkaji sifat ketaksamaan dalam teori nombor dan analisis matematik.,Studied inequality properties in number theory and mathematical analysis.,,,,,,Augustin-Louis Cauchy,Ahli Matematik / Mathematician
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,multiple_choice,"Jika -2x < 6, apakah penyelesaian bagi x? / If -2x < 6, what is the solution for x?",,x > -3,x < -3,x > 3,x < 3,x > -3,,
bab7,Bab 7: Ketaksamaan Linear | Chapter 7: Linear Inequalities,7-2-ketaksamaan-linear-satu-pemboleh-ubah,7.2 Ketaksamaan Linear dalam Satu Pemboleh Ubah | 7.2 Linear Inequalities in One Variable,objective,Selesaikan ketaksamaan: x + 4 ≥ 9. / Solve the inequality: x + 4 ≥ 9.,,,,,,x ≥ 5,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,summary,"Konsep asas garis, tembereng garis, sudut pelengkap, sudut penggenap, dan sudut konjugat.","Basic concepts of lines, line segments, complementary, supplementary, and conjugate angles.",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,fact,"Sudut tegak bernilai 90°, sudut tirus < 90°, dan sudut cakah antara 90° hingga 180°.","Right angles are 90°, acute angles are < 90°, and obtuse angles are between 90° and 180°.",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,fact,Hasil tambah sudut pada garis lurus ialah 180°.,The sum of angles on a straight line is 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,person,Mengkaji sifat awal sudut dan geometri satah di Yunani Purba.,Studied early properties of angles and plane geometry in Ancient Greece.,,,,,,Thales dari Miletus,Ahli Matematik & Falsafah / Mathematician & Philosopher
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,multiple_choice,Berapakah sudut penggenap bagi 60°? / What is the supplementary angle of 60°?,,120°,30°,90°,300°,120°,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-1-garis-dan-sudut,8.1 Garis dan Sudut | 8.1 Lines and Angles,objective,Cari sudut pelengkap bagi 35°. / Find the complementary angle of 35°.,,,,,,55°,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,summary,Dua garis bersilang membentuk sudut bertentang bucu yang sama saiz dan sudut bersebelahan bertambah menjadi 180°.,Two intersecting lines form equal vertically opposite angles and adjacent angles that sum to 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,fact,Sudut bertentang bucu sentiasa sama nilai.,Vertically opposite angles are always equal.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,fact,Hasil tambah sudut bersebelahan pada garis bersilang ialah 180°.,The sum of adjacent angles on intersecting lines is 180°.,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,person,Membuktikan bahawa sudut bertentang bucu adalah sama saiz.,Proved that vertically opposite angles are equal.,,,,,,Thales dari Miletus,Ahli Matematik / Mathematician
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,multiple_choice,"Jika dua garis bersilang dan satu sudut ialah 50°, berapakah sudut bertentang bucunya? / If two lines intersect and one angle is 50°, what is its vertically opposite angle?",,50°,130°,90°,180°,50°,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-2-sudut-garis-bersilang,8.2 Sudut yang berkaitan dengan Garis Bersilang | 8.2 Angles Related to Intersecting Lines,objective,"Dua garis bersilang. Jika sudut bersebelahan ialah x dan 110°, cari x. / Two lines intersect. If adjacent angles are x and 110°, find x.",,,,,,70°,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,summary,"Garis rentas lintang memotong dua garis selari untuk membentuk sudut sepadan, sudut selang-seli, dan sudut pedalaman.","A transversal line intersects two parallel lines forming corresponding, alternate, and interior angles.",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,fact,Sudut sepadan adalah sama saiz (bentuk F).,Corresponding angles are equal (F-shape).,,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,fact,"Sudut selang-seli adalah sama saiz (bentuk Z), manakala hasil tambah sudut pedalaman ialah 180° (bentuk C).","Alternate angles are equal (Z-shape), while interior angles sum to 180° (C-shape).",,,,,,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,person,Memetakan postulat kelima mengenai garis selari dalam pembinaan geometri.,Formulated the fifth postulate regarding parallel lines in geometric construction.,,,,,,Euclid,Ahli Matematik / Mathematician
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,multiple_choice,Hasil tambah dua sudut pedalaman antara dua garis selari ialah: / The sum of two interior angles between two parallel lines is:,,180°,90°,360°,120°,180°,,
bab8,Bab 8: Garis dan Sudut | Chapter 8: Lines and Angles,8-3-sudut-garis-selari,8.3 Sudut yang berkaitan dengan Garis Selari dan Garis Rentas Lintang | 8.3 Angles Related to Parallel Lines and Transversals,objective,"Jika sudut selang-seli pada garis selari ialah x dan 65°, cari x. / If alternate angles on parallel lines are x and 65°, find x.",,,,,,65°,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,summary,Poligon ialah bentuk satah tertutup yang dibatasi oleh tiga atau lebih sisi lurus.,A polygon is a closed plane figure bounded by three or more straight sides.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,fact,"Poligon dinamakan mengikut bilangan sisinya (cth: segi tiga, sisi empat, pentagon).","Polygons are named according to their number of sides (e.g., triangle, quadrilateral, pentagon).",,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,fact,Diagonals menghubungkan bucu yang tidak bersebelahan.,Diagonals connect non-adjacent vertices.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,person,Mengkaji sifat poligon sekata dan pembinaan poligon menggunakan jangka lukis.,Studied regular polygons and geometric construction using compass and straightedge.,,,,,,Carl Friedrich Gauss,Ahli Matematik / Mathematician
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,multiple_choice,Berapakah bilangan sisi bagi sebuah pentagon? / How many sides does a pentagon have?,,5,6,4,8,5,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-1-poligon,9.1 Poligon | 9.1 Polygons,objective,Berapakah bilangan bucu bagi sebuah heksagon? / How many vertices does a hexagon have?,,,,,,6,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,summary,"Segi tiga dikelaskan mengikut sisi atau sudut, dengan hasil tambah sudut pedalaman sentiasa 180°.","Triangles are classified by sides or angles, with the sum of interior angles always equaling 180°.",,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,fact,Sudut peluaran segi tiga sama dengan hasil tambah dua sudut pedalaman bertentangan.,The exterior angle of a triangle equals the sum of its two opposite interior angles.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,fact,Segi tiga sama sisi mempunyai tiga sudut 60°.,An equilateral triangle has three 60° angles.,,,,,,,
bab9,Bab 9: Poligon Asas | Chapter 9: Basic Polygons,9-2-sifat-segi-tiga,9.2 Sifat Segi Tiga dan Sudut Pedalaman serta Sudut Peluaran Segi Tiga | 9.2 Properties of Triangles and Interior & Exterior Angles of Triangles,person,Membuktikan teorem sudut pedalaman segi tiga bernilai 180°.,Proved that the sum of interior angles of a triangle equals 180°.,,,,,,Pythagoras,Ahli Matematik / Mathematician
